;InChiKey;SMILES;N_count;Solvent;Target1;Target2;Target3;Target4;
18678;SRNDYVBEUZSFEZ-RMKNXTFCSA-O;CC1=CC=C(C=C1)/C=[NH+]/O;1;;;;;;
18685;NLMQHXUGJIAKTH-UHFFFAOYSA-N;C1=CC2=C(C=CN2)C(=C1)O;1;;;;;;
18686;NLMQHXUGJIAKTH-UHFFFAOYSA-N;C1=CC2=C(C=CN2)C(=C1)O;1;;;;;;
18701;OGYGFUAIIOPWQD-UHFFFAOYSA-N;C1CSCN1;1;;;;;;
18702;OGYGFUAIIOPWQD-UHFFFAOYSA-N;C1CSCN1;1;;;;;;
18705;OGYGFUAIIOPWQD-UHFFFAOYSA-N;C1CSCN1;1;;;;;;
18706;OGYGFUAIIOPWQD-UHFFFAOYSA-N;C1CSCN1;1;;;;;;
18707;OGYGFUAIIOPWQD-UHFFFAOYSA-N;C1CSCN1;1;;;;;;
18708;OGYGFUAIIOPWQD-UHFFFAOYSA-N;C1CSCN1;1;;;;;;
18709;AAARTTJTRNAYHQ-UHFFFAOYSA-N;CN1CCCC2C1CCCC2;1;;;;;;
18710;AAARTTJTRNAYHQ-UHFFFAOYSA-N;CN1CCCC2C1CCCC2;1;;;;;;
18713;AAARTTJTRNAYHQ-UHFFFAOYSA-N;CN1CCCC2C1CCCC2;1;;;;;;
18714;AAARTTJTRNAYHQ-UHFFFAOYSA-N;CN1CCCC2C1CCCC2;1;;;;;;
18715;AAARTTJTRNAYHQ-UHFFFAOYSA-O;C[NH+]1CCCC2C1CCCC2;1;;;;;;
18716;AAARTTJTRNAYHQ-UHFFFAOYSA-O;C[NH+]1CCCC2C1CCCC2;1;;;;;;
18717;AAARTTJTRNAYHQ-UHFFFAOYSA-O;C[NH+]1CCCC2C1CCCC2;1;;;;;;
18718;AAARTTJTRNAYHQ-UHFFFAOYSA-O;C[NH+]1CCCC2C1CCCC2;1;;;;;;
18719;AAARTTJTRNAYHQ-UHFFFAOYSA-O;C[NH+]1CCCC2C1CCCC2;1;;;;;;
18720;AAARTTJTRNAYHQ-UHFFFAOYSA-O;C[NH+]1CCCC2C1CCCC2;1;;;;;;
18721;AAARTTJTRNAYHQ-UHFFFAOYSA-O;C[NH+]1CCCC2C1CCCC2;1;;;;;;
18722;AAARTTJTRNAYHQ-UHFFFAOYSA-O;C[NH+]1CCCC2C1CCCC2;1;;;;;;
18723;AAARTTJTRNAYHQ-UHFFFAOYSA-O;C[NH+]1CCCC2C1CCCC2;1;;;;;;
18724;AAARTTJTRNAYHQ-UHFFFAOYSA-O;C[NH+]1CCCC2C1CCCC2;1;;;;;;
18725;AAARTTJTRNAYHQ-UHFFFAOYSA-O;C[NH+]1CCCC2C1CCCC2;1;;;;;;
18726;AAARTTJTRNAYHQ-UHFFFAOYSA-O;C[NH+]1CCCC2C1CCCC2;1;;;;;;
18727;PIOHLQLULGTQAC-UHFFFAOYSA-N;CC(=NCCO)C;1;;;;;;
18728;PIOHLQLULGTQAC-UHFFFAOYSA-N;CC(=NCCO)C;1;;;;;;
18735;PIOHLQLULGTQAC-UHFFFAOYSA-N;CC(=NCCO)C;1;;;;;;
18736;PIOHLQLULGTQAC-UHFFFAOYSA-N;CC(=NCCO)C;1;;;;;;
18737;PIOHLQLULGTQAC-UHFFFAOYSA-N;CC(=NCCO)C;1;;;;;;
18738;PIOHLQLULGTQAC-UHFFFAOYSA-N;CC(=NCCO)C;1;;;;;;
18751;JHWZWIVZROVFEM-UHFFFAOYSA-N;CC(C)CC1C(=O)OC(=O)N1;1;;;;;;
18752;JHWZWIVZROVFEM-UHFFFAOYSA-N;CC(C)CC1C(=O)OC(=O)N1;1;;;;;;
18753;JHWZWIVZROVFEM-UHFFFAOYSA-N;CC(C)CC1C(=O)OC(=O)N1;1;;;;;;
18754;JHWZWIVZROVFEM-UHFFFAOYSA-N;CC(C)CC1C(=O)OC(=O)N1;1;;;;;;
18759;GYLDXXLJMRTVSS-UHFFFAOYSA-N;CCCCNC(=O)C;1;;;;;;
18760;GYLDXXLJMRTVSS-UHFFFAOYSA-N;CCCCNC(=O)C;1;;;;;;
18769;GYLDXXLJMRTVSS-UHFFFAOYSA-N;CCCCNC(=O)C;1;;;;;;
18790;OSLAYKKXCYSJSF-ONEGZZNKSA-N;C/C(=C\C(=O)C)/N;1;;;;;;
18791;OSLAYKKXCYSJSF-ONEGZZNKSA-N;C/C(=C\C(=O)C)/N;1;;;;;;
18792;OSLAYKKXCYSJSF-ONEGZZNKSA-N;C/C(=C\C(=O)C)/N;1;;;;;;
18793;OSLAYKKXCYSJSF-ONEGZZNKSA-N;C/C(=C\C(=O)C)/N;1;;;;;;
18804;FVEZUCIZWRDMSJ-UHFFFAOYSA-N;CC(C)C1=NCCO1;1;;;;;;
18805;FVEZUCIZWRDMSJ-UHFFFAOYSA-N;CC(C)C1=NCCO1;1;;;;;;
18808;FVEZUCIZWRDMSJ-UHFFFAOYSA-N;CC(C)C1=NCCO1;1;;;;;;
18809;FVEZUCIZWRDMSJ-UHFFFAOYSA-N;CC(C)C1=NCCO1;1;;;;;;
18810;FVEZUCIZWRDMSJ-UHFFFAOYSA-N;CC(C)C1=NCCO1;1;;;;;;
18811;FVEZUCIZWRDMSJ-UHFFFAOYSA-N;CC(C)C1=NCCO1;1;;;;;;
18814;MEWMMAPJUYJUNO-UHFFFAOYSA-N;C[Si](C)(C#C)N([Si](C)(C)Br)[Si](C)(C)Br;1;;;;;;
18815;MEWMMAPJUYJUNO-UHFFFAOYSA-N;C[Si](C)(C#C)N([Si](C)(C)Br)[Si](C)(C)Br;1;;;;;;
18820;FUIRUFXAVIHAQB-UHFFFAOYSA-O;CC(C)(C)C[NH+](C)C;1;;;;;;
18821;FUIRUFXAVIHAQB-UHFFFAOYSA-O;CC(C)(C)C[NH+](C)C;1;;;;;;
18824;FUIRUFXAVIHAQB-UHFFFAOYSA-O;CC(C)(C)C[NH+](C)C;1;;;;;;
18831;QKVSMSABRNCNRS-UHFFFAOYSA-N;CC(C)CN1CCOCC1;1;;;;;;
18832;QKVSMSABRNCNRS-UHFFFAOYSA-N;CC(C)CN1CCOCC1;1;;;;;;
18833;QKVSMSABRNCNRS-UHFFFAOYSA-N;CC(C)CN1CCOCC1;1;;;;;;
18846;OHLUUHNLEMFGTQ-UHFFFAOYSA-N;CC(=O)NC;1;;;;;;
18847;OHLUUHNLEMFGTQ-UHFFFAOYSA-N;CC(=O)NC;1;;;;;;
18848;OHLUUHNLEMFGTQ-UHFFFAOYSA-N;CC(=O)NC;1;;;;;;
18849;OHLUUHNLEMFGTQ-UHFFFAOYSA-N;CC(=O)NC;1;;;;;;
18850;OHLUUHNLEMFGTQ-UHFFFAOYSA-N;CC(=O)NC;1;;;;;;
18851;OHLUUHNLEMFGTQ-UHFFFAOYSA-N;CC(=O)NC;1;;;;;;
18852;OHLUUHNLEMFGTQ-UHFFFAOYSA-N;CC(=O)NC;1;;;;;;
18853;OHLUUHNLEMFGTQ-UHFFFAOYSA-N;CC(=O)NC;1;;;;;;
18854;OHLUUHNLEMFGTQ-UHFFFAOYSA-N;CC(=O)NC;1;;;;;;
18855;OHLUUHNLEMFGTQ-UHFFFAOYSA-N;CC(=O)NC;1;;;;;;
18856;OHLUUHNLEMFGTQ-UHFFFAOYSA-N;CC(=O)NC;1;;;;;;
18857;OHLUUHNLEMFGTQ-UHFFFAOYSA-N;CC(=O)NC;1;;;;;;
18858;OHLUUHNLEMFGTQ-UHFFFAOYSA-N;CC(=O)NC;1;;;;;;
18859;OHLUUHNLEMFGTQ-UHFFFAOYSA-N;CC(=O)NC;1;;;;;;
18900;ZGTFNNUASMWGTM-UHFFFAOYSA-N;C1=CSC(=N1)C=O;1;;;;;;
18901;ZGTFNNUASMWGTM-UHFFFAOYSA-N;C1=CSC(=N1)C=O;1;;;;;;
18908;ZVENIQHUUNMZNA-WAYWQWQTSA-N;CCOC(=O)/C(=C\NC)/C;1;;;;;;
18909;ZVENIQHUUNMZNA-WAYWQWQTSA-N;CCOC(=O)/C(=C\NC)/C;1;;;;;;
18910;ZVENIQHUUNMZNA-WAYWQWQTSA-N;CCOC(=O)/C(=C\NC)/C;1;;;;;;
18911;ZVENIQHUUNMZNA-WAYWQWQTSA-N;CCOC(=O)/C(=C\NC)/C;1;;;;;;
18914;MSFQEZBRFPAFEX-UHFFFAOYSA-N;COC1=CC=C(C=C1)S(=O)(=O)N;1;;;;;;
18915;MSFQEZBRFPAFEX-UHFFFAOYSA-N;COC1=CC=C(C=C1)S(=O)(=O)N;1;;;;;;
18918;KRNMBDIBUCSUPQ-UHFFFAOYSA-N;COC1=CC=C(C=C1)C(=O)NC(=O)C2=CC(=C(C=C2)Cl)F;1;;;;;;
18919;KRNMBDIBUCSUPQ-UHFFFAOYSA-N;COC1=CC=C(C=C1)C(=O)NC(=O)C2=CC(=C(C=C2)Cl)F;1;;;;;;
18940;KZSNJWFQEVHDMF-UHFFFAOYSA-O;CC(C)C(C(=O)O)[NH3+];1;;;;;;
18941;KZSNJWFQEVHDMF-UHFFFAOYSA-O;CC(C)C(C(=O)O)[NH3+];1;;;;;;
18942;KZSNJWFQEVHDMF-UHFFFAOYSA-O;CC(C)C(C(=O)O)[NH3+];1;;;;;;
18943;KZSNJWFQEVHDMF-UHFFFAOYSA-O;CC(C)C(C(=O)O)[NH3+];1;;;;;;
18944;KZSNJWFQEVHDMF-UHFFFAOYSA-O;CC(C)C(C(=O)O)[NH3+];1;;;;;;
18945;KZSNJWFQEVHDMF-UHFFFAOYSA-O;CC(C)C(C(=O)O)[NH3+];1;;;;;;
18946;KZSNJWFQEVHDMF-UHFFFAOYSA-O;CC(C)C(C(=O)O)[NH3+];1;;;;;;
18947;KZSNJWFQEVHDMF-UHFFFAOYSA-O;CC(C)C(C(=O)O)[NH3+];1;;;;;;
18948;KZSNJWFQEVHDMF-UHFFFAOYSA-O;CC(C)C(C(=O)O)[NH3+];1;;;;;;
18959;DUMXVAMCHGMVJV-UHFFFAOYSA-N;COC1=CC=C(C=C1)C(CC(CCC(=O)OC)[N+](=O)[O-])C2=CC=C(C=C2)OC;1;;;;;;
18960;DUMXVAMCHGMVJV-UHFFFAOYSA-N;COC1=CC=C(C=C1)C(CC(CCC(=O)OC)[N+](=O)[O-])C2=CC=C(C=C2)OC;1;;;;;;
18971;AASIIMARDHIGQA-MOSHPQCFSA-N;C1=CC=C\2C(=C1)C3=CC=CC=C3N/C2=C\C(=O)C4=CC=C(C=C4)Cl;1;;;;;;
18972;AASIIMARDHIGQA-MOSHPQCFSA-N;C1=CC=C\2C(=C1)C3=CC=CC=C3N/C2=C\C(=O)C4=CC=C(C=C4)Cl;1;;;;;;
18985;IXHFNEAFAWRVCF-UHFFFAOYSA-N;CC(C)C(=O)NC;1;;;;;;
18986;IXHFNEAFAWRVCF-UHFFFAOYSA-N;CC(C)C(=O)NC;1;;;;;;
18993;IXHFNEAFAWRVCF-UHFFFAOYSA-N;CC(C)C(=O)NC;1;;;;;;
18994;IXHFNEAFAWRVCF-UHFFFAOYSA-N;CC(C)C(=O)NC;1;;;;;;
18995;IXHFNEAFAWRVCF-UHFFFAOYSA-N;CC(C)C(=O)NC;1;;;;;;
18996;IXHFNEAFAWRVCF-UHFFFAOYSA-N;CC(C)C(=O)NC;1;;;;;;
18997;IXHFNEAFAWRVCF-UHFFFAOYSA-N;CC(C)C(=O)NC;1;;;;;;
18998;IXHFNEAFAWRVCF-UHFFFAOYSA-N;CC(C)C(=O)NC;1;;;;;;
18999;IXHFNEAFAWRVCF-UHFFFAOYSA-N;CC(C)C(=O)NC;1;;;;;;
19019;CPQCSJYYDADLCZ-UHFFFAOYSA-N;CNO;1;;;;;;
19020;CPQCSJYYDADLCZ-UHFFFAOYSA-N;CNO;1;;;;;;
19025;ROHFNLRQFUQHCH-UHFFFAOYSA-O;CC(C)CC(C(=O)O)[NH3+];1;;;;;;
19026;ROHFNLRQFUQHCH-UHFFFAOYSA-O;CC(C)CC(C(=O)O)[NH3+];1;;;;;;
19027;ROHFNLRQFUQHCH-UHFFFAOYSA-O;CC(C)CC(C(=O)O)[NH3+];1;;;;;;
19030;QMWUOWKZUWTUFQ-AOOOYVTPSA-N;C1=CC=C2[C@@H]3C=C[C@H](C2=C1)N3;1;;;;;;
19031;QMWUOWKZUWTUFQ-AOOOYVTPSA-N;C1=CC=C2[C@@H]3C=C[C@H](C2=C1)N3;1;;;;;;
19069;CJYJJNGIUSCUFX-UHFFFAOYSA-N;C1=CC(=CC=C1N)F.C(=O)(C(F)(F)F)O;1;;;;;;
19070;CJYJJNGIUSCUFX-UHFFFAOYSA-N;C1=CC(=CC=C1N)F.C(=O)(C(F)(F)F)O;1;;;;;;
19073;NLGKRVNANIZGNI-UHFFFAOYSA-N;CC1=C(C(=CC=C1)C)NC;1;;;;;;
19074;NLGKRVNANIZGNI-UHFFFAOYSA-N;CC1=C(C(=CC=C1)C)NC;1;;;;;;
19075;NLGKRVNANIZGNI-UHFFFAOYSA-N;CC1=C(C(=CC=C1)C)NC;1;;;;;;
19076;NLGKRVNANIZGNI-UHFFFAOYSA-N;CC1=C(C(=CC=C1)C)NC;1;;;;;;
19079;UJGVUACWGCQEAO-UHFFFAOYSA-N;CCN1CC1;1;;;;;;
19080;UJGVUACWGCQEAO-UHFFFAOYSA-N;CCN1CC1;1;;;;;;
19122;HXUHLJYSGJCHSG-UHFFFAOYSA-N;C1=CC=C(C=C1)C(=O)N=P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4;1;;;;;;
19123;HXUHLJYSGJCHSG-UHFFFAOYSA-N;C1=CC=C(C=C1)C(=O)N=P(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4;1;;;;;;
19137;FICAQKBMCKEFDI-UHFFFAOYSA-N;CC1=CC(=NO1)C;1;;;;;;
19138;FICAQKBMCKEFDI-UHFFFAOYSA-N;CC1=CC(=NO1)C;1;;;;;;
19139;FICAQKBMCKEFDI-UHFFFAOYSA-N;CC1=CC(=NO1)C;1;;;;;;
19140;FICAQKBMCKEFDI-UHFFFAOYSA-N;CC1=CC(=NO1)C;1;;;;;;
19187;RRALWYIWHVDYMH-UHFFFAOYSA-N;C=CSC1=CC=NC=C1;1;;;;;;
19188;RRALWYIWHVDYMH-UHFFFAOYSA-N;C=CSC1=CC=NC=C1;1;;;;;;
19219;LJPRPXLLPLLUEF-UHFFFAOYSA-N;C1=CC=NC(=C1)CC(=O)C2=CC=C(C=C2)C(F)(F)F;1;;;;;;
19220;LJPRPXLLPLLUEF-UHFFFAOYSA-N;C1=CC=NC(=C1)CC(=O)C2=CC=C(C=C2)C(F)(F)F;1;;;;;;
19243;VIESAWGOYVNHLV-UHFFFAOYSA-N;C1C=CNC1=O;1;;;;;;
19244;VIESAWGOYVNHLV-UHFFFAOYSA-N;C1C=CNC1=O;1;;;;;;
19280;CSSHNGYHJVSXHY-UHFFFAOYSA-N;CN(C)P1(=S)OCCO1;1;;;;;;
19281;CSSHNGYHJVSXHY-UHFFFAOYSA-N;CN(C)P1(=S)OCCO1;1;;;;;;
19289;SLQCOSYUWVYATJ-UHFFFAOYSA-N;C=CN1C=CC(=C1C2=CC=C(C=C2)C3=CC=CC=C3)C4=CC=CC=C4;1;;;;;;
19290;SLQCOSYUWVYATJ-UHFFFAOYSA-N;C=CN1C=CC(=C1C2=CC=C(C=C2)C3=CC=CC=C3)C4=CC=CC=C4;1;;;;;;
19293;IGJQUJNPMOYEJY-UHFFFAOYSA-N;CC(=O)C1=CC=CN1;1;;;;;;
19294;IGJQUJNPMOYEJY-UHFFFAOYSA-N;CC(=O)C1=CC=CN1;1;;;;;;
19301;IGJQUJNPMOYEJY-UHFFFAOYSA-N;CC(=O)C1=CC=CN1;1;;;;;;
19302;IGJQUJNPMOYEJY-UHFFFAOYSA-N;CC(=O)C1=CC=CN1;1;;;;;;
19305;YJEHCGOJNJUOII-UHFFFAOYSA-N;CN(C)C1=CC=C(C=C1)F;1;;;;;;
19306;YJEHCGOJNJUOII-UHFFFAOYSA-N;CN(C)C1=CC=C(C=C1)F;1;;;;;;
19307;YJEHCGOJNJUOII-UHFFFAOYSA-N;CN(C)C1=CC=C(C=C1)F;1;;;;;;
19308;YJEHCGOJNJUOII-UHFFFAOYSA-N;CN(C)C1=CC=C(C=C1)F;1;;;;;;
19311;OCGXPFSUJVHRHA-UHFFFAOYSA-N;CN(C)C(=O)C1=CC=C(C=C1)OC;1;;;;;;
19312;OCGXPFSUJVHRHA-UHFFFAOYSA-N;CN(C)C(=O)C1=CC=C(C=C1)OC;1;;;;;;
19313;OCGXPFSUJVHRHA-UHFFFAOYSA-N;CN(C)C(=O)C1=CC=C(C=C1)OC;1;;;;;;
19338;MLWLFIJXGJNCQA-GQCTYLIASA-N;CCOC(=O)/C(=C/N)/C(=O)C;1;;;;;;
19339;MLWLFIJXGJNCQA-GQCTYLIASA-N;CCOC(=O)/C(=C/N)/C(=O)C;1;;;;;;
19340;MLWLFIJXGJNCQA-GQCTYLIASA-N;CCOC(=O)/C(=C/N)/C(=O)C;1;;;;;;
19341;MLWLFIJXGJNCQA-GQCTYLIASA-N;CCOC(=O)/C(=C/N)/C(=O)C;1;;;;;;
19342;MLWLFIJXGJNCQA-GQCTYLIASA-N;CCOC(=O)/C(=C/N)/C(=O)C;1;;;;;;
19343;MLWLFIJXGJNCQA-GQCTYLIASA-N;CCOC(=O)/C(=C/N)/C(=O)C;1;;;;;;
19344;MLWLFIJXGJNCQA-GQCTYLIASA-N;CCOC(=O)/C(=C/N)/C(=O)C;1;;;;;;
19345;MLWLFIJXGJNCQA-GQCTYLIASA-N;CCOC(=O)/C(=C/N)/C(=O)C;1;;;;;;
19356;WFNLHDJJZSJARK-UHFFFAOYSA-N;CC1=C(C(=CC=C1)Cl)N;1;;;;;;
19357;WFNLHDJJZSJARK-UHFFFAOYSA-N;CC1=C(C(=CC=C1)Cl)N;1;;;;;;
19358;WFNLHDJJZSJARK-UHFFFAOYSA-N;CC1=C(C(=CC=C1)Cl)N;1;;;;;;
19359;WFNLHDJJZSJARK-UHFFFAOYSA-N;CC1=C(C(=CC=C1)Cl)N;1;;;;;;
19360;ZBWYZLANPMFDMN-UHFFFAOYSA-N;CN(C)C(=O)C1=CC=CC=C1OC;1;;;;;;
19361;ZBWYZLANPMFDMN-UHFFFAOYSA-N;CN(C)C(=O)C1=CC=CC=C1OC;1;;;;;;
19366;ZBWYZLANPMFDMN-UHFFFAOYSA-N;CN(C)C(=O)C1=CC=CC=C1OC;1;;;;;;
19367;LQNUZADURLCDLV-UHFFFAOYSA-N;C1=CC=C(C=C1)[N+](=O)[O-];1;;;;;;
19368;LQNUZADURLCDLV-UHFFFAOYSA-N;C1=CC=C(C=C1)[N+](=O)[O-];1;;;;;;
19383;MKRQPKPFOBVGFY-UHFFFAOYSA-N;C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2F;1;;;;;;
19384;MKRQPKPFOBVGFY-UHFFFAOYSA-N;C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2F;1;;;;;;
19395;YGNXYFLJZILPEK-UHFFFAOYSA-N;C1CCC(=NO)C1;1;;;;;;
19396;YGNXYFLJZILPEK-UHFFFAOYSA-N;C1CCC(=NO)C1;1;;;;;;
19443;YESMIKZYGVRYED-UHFFFAOYSA-N;C1=CC=C(C=C1)CC(=O)NC2=CC(=CC=C2)F;1;;;;;;
19444;YESMIKZYGVRYED-UHFFFAOYSA-N;C1=CC=C(C=C1)CC(=O)NC2=CC(=CC=C2)F;1;;;;;;
19445;HULASSUYBSHZTK-UHFFFAOYSA-N;C[N+]1=CC=CC(=C1SC)C(=O)O.[I-];1;;;;;;
19446;HULASSUYBSHZTK-UHFFFAOYSA-N;C[N+]1=CC=CC(=C1SC)C(=O)O.[I-];1;;;;;;
19447;QKWBTCRVPQHOMT-WEVVVXLNSA-N;C1=CC(=CC=C1/C=N/O)Cl;1;;;;;;
19448;QKWBTCRVPQHOMT-WEVVVXLNSA-N;C1=CC(=CC=C1/C=N/O)Cl;1;;;;;;
19449;QKWBTCRVPQHOMT-WEVVVXLNSA-N;C1=CC(=CC=C1/C=N/O)Cl;1;;;;;;
19450;QKWBTCRVPQHOMT-WEVVVXLNSA-N;C1=CC(=CC=C1/C=N/O)Cl;1;;;;;;
19451;QKWBTCRVPQHOMT-WEVVVXLNSA-N;C1=CC(=CC=C1/C=N/O)Cl;1;;;;;;
19452;QKWBTCRVPQHOMT-WEVVVXLNSA-N;C1=CC(=CC=C1/C=N/O)Cl;1;;;;;;
19453;QKWBTCRVPQHOMT-WEVVVXLNSA-N;C1=CC(=CC=C1/C=N/O)Cl;1;;;;;;
19454;UOPLDEWGEPWRMH-UHFFFAOYSA-N;CC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2;1;;;;;;
19455;UOPLDEWGEPWRMH-UHFFFAOYSA-N;CC1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC=C2;1;;;;;;
19462;KGWPHCDTOLQQEP-UHFFFAOYSA-N;CC1=C2C(=CC=C1)C=CN2;1;;;;;;
19463;KGWPHCDTOLQQEP-UHFFFAOYSA-N;CC1=C2C(=CC=C1)C=CN2;1;;;;;;
19464;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19465;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19466;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19467;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19468;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19469;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19470;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19471;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19472;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19473;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19474;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19475;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19476;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19477;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19478;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19479;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19480;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19481;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19482;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19483;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19484;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19485;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19486;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19487;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19488;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19489;OXHNLMTVIGZXSG-UHFFFAOYSA-N;CN1C=CC=C1;1;;;;;;
19496;FZENGILVLUJGJX-IHWYPQMZSA-N;C/C=N\O;1;;;;;;
19497;FZENGILVLUJGJX-IHWYPQMZSA-N;C/C=N\O;1;;;;;;
19498;FZENGILVLUJGJX-IHWYPQMZSA-N;C/C=N\O;1;;;;;;
19507;UPPVRFOGRCBSJP-UHFFFAOYSA-N;CC(C)N(C(C)C)P(Cl)Cl;1;;;;;;
19508;UPPVRFOGRCBSJP-UHFFFAOYSA-N;CC(C)N(C(C)C)P(Cl)Cl;1;;;;;;
19511;DPJVRASYWYOFSJ-UHFFFAOYSA-N;C1=C[N+](=CC=C1Cl)[O-];1;;;;;;
19512;DPJVRASYWYOFSJ-UHFFFAOYSA-N;C1=C[N+](=CC=C1Cl)[O-];1;;;;;;
19513;DPJVRASYWYOFSJ-UHFFFAOYSA-N;C1=C[N+](=CC=C1Cl)[O-];1;;;;;;
19528;QJZUKDFHGGYHMC-UHFFFAOYSA-N;C1=CC(=CN=C1)C=O;1;;;;;;
19529;QJZUKDFHGGYHMC-UHFFFAOYSA-N;C1=CC(=CN=C1)C=O;1;;;;;;
19539;ANHGNQVTXYRZKT-YDGIUTOCSA-N;CC(C)[C@H]1N(O1)C(C)C2=CC=CC=C2;1;;;;;;
19540;ANHGNQVTXYRZKT-YDGIUTOCSA-N;CC(C)[C@H]1N(O1)C(C)C2=CC=CC=C2;1;;;;;;
19547;MPWKDJKOBYTMQV-UHFFFAOYSA-N;CC1=C(C(=CC=C1)C)N2CC2;1;;;;;;
19548;MPWKDJKOBYTMQV-UHFFFAOYSA-N;CC1=C(C(=CC=C1)C)N2CC2;1;;;;;;
19567;DHQZKODPLBHXOU-IURRXHLWSA-N;CC1=CC=C(C=C1)S(=O)(=O)N2[C@H](O2)C3=CC=C(C=C3)Cl;1;;;;;;
19568;DHQZKODPLBHXOU-IURRXHLWSA-N;CC1=CC=C(C=C1)S(=O)(=O)N2[C@H](O2)C3=CC=C(C=C3)Cl;1;;;;;;
19581;COLNVLDHVKWLRT-UHFFFAOYSA-O;C1=CC=C(C=C1)CC(C(=O)[OH2+])N;1;;;;;;
19582;COLNVLDHVKWLRT-UHFFFAOYSA-O;C1=CC=C(C=C1)CC(C(=O)[OH2+])N;1;;;;;;
19591;COLNVLDHVKWLRT-UHFFFAOYSA-O;C1=CC=C(C=C1)CC(C(=O)[OH2+])N;1;;;;;;
19592;DWAQDRSOVMLGRQ-UHFFFAOYSA-N;COC1=CC2=C(C=C1)NC=C2;1;;;;;;
19593;DWAQDRSOVMLGRQ-UHFFFAOYSA-N;COC1=CC2=C(C=C1)NC=C2;1;;;;;;
19594;DWAQDRSOVMLGRQ-UHFFFAOYSA-N;COC1=CC2=C(C=C1)NC=C2;1;;;;;;
19595;DWAQDRSOVMLGRQ-UHFFFAOYSA-N;COC1=CC2=C(C=C1)NC=C2;1;;;;;;
19596;DWAQDRSOVMLGRQ-UHFFFAOYSA-N;COC1=CC2=C(C=C1)NC=C2;1;;;;;;
19597;DWAQDRSOVMLGRQ-UHFFFAOYSA-N;COC1=CC2=C(C=C1)NC=C2;1;;;;;;
19604;UOAAGYZRGAGSFC-UHFFFAOYSA-N;C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=CN3;1;;;;;;
19605;UOAAGYZRGAGSFC-UHFFFAOYSA-N;C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=CN3;1;;;;;;
19606;WIOOTMZLCZPTDW-UHFFFAOYSA-N;COC1=C(C=C(C=C1)CCN)OC.Cl;1;;;;;;
19607;WIOOTMZLCZPTDW-UHFFFAOYSA-N;COC1=C(C=C(C=C1)CCN)OC.Cl;1;;;;;;
19610;YSZDFAZSVFOIHT-UHFFFAOYSA-N;CN1C(=O)C2=CC=CC=C2S1(C3=CC=C(C=C3)C(=O)O)Cl;1;;;;;;
