;InChiKey;SMILES;N_count;Solvent;Target1;Target2;Target3;Target4;
5180;SDXAWLJRERMRKF-UHFFFAOYSA-N;CC1=CC(=NN1)C;2;;;;;;
5181;SDXAWLJRERMRKF-UHFFFAOYSA-N;CC1=CC(=NN1)C;2;;;;;;
5184;BMHWGDAMBPGVFR-UHFFFAOYSA-N;C1=CNC(=C1)C2=CC=NC=C2;2;;;;;;
5185;BMHWGDAMBPGVFR-UHFFFAOYSA-N;C1=CNC(=C1)C2=CC=NC=C2;2;;;;;;
5234;NNZJMIKYERHKFZ-UHFFFAOYSA-N;CC1(COC(=N1)CC2=NC(CO2)(C)C)C;2;;;;;;
5235;NNZJMIKYERHKFZ-UHFFFAOYSA-N;CC1(COC(=N1)CC2=NC(CO2)(C)C)C;2;;;;;;
5258;RQHGQILKFUVUBV-UHFFFAOYSA-N;CC(C)(C)N=P1(N(P1C(C)(C)C)C(C)(C)C)C(C)(C)C;2;;;;;;
5259;RQHGQILKFUVUBV-UHFFFAOYSA-N;CC(C)(C)N=P1(N(P1C(C)(C)C)C(C)(C)C)C(C)(C)C;2;;;;;;
5260;RQHGQILKFUVUBV-UHFFFAOYSA-N;CC(C)(C)N=P1(N(P1C(C)(C)C)C(C)(C)C)C(C)(C)C;2;;;;;;
5261;RQHGQILKFUVUBV-UHFFFAOYSA-N;CC(C)(C)N=P1(N(P1C(C)(C)C)C(C)(C)C)C(C)(C)C;2;;;;;;
5262;FIJIUNSPHSGRPC-UHFFFAOYSA-N;C1=CC=C(C=C1)C(=O)C2=CN=NS2;2;;;;;;
5263;FIJIUNSPHSGRPC-UHFFFAOYSA-N;C1=CC=C(C=C1)C(=O)C2=CN=NS2;2;;;;;;
5274;VQFHWKRNHGHZTK-UHFFFAOYSA-N;CC(C)CC1C(=O)NCC(=O)N1;2;;;;;;
5275;VQFHWKRNHGHZTK-UHFFFAOYSA-N;CC(C)CC1C(=O)NCC(=O)N1;2;;;;;;
5278;VQFHWKRNHGHZTK-UHFFFAOYSA-N;CC(C)CC1C(=O)NCC(=O)N1;2;;;;;;
5279;VQFHWKRNHGHZTK-UHFFFAOYSA-N;CC(C)CC1C(=O)NCC(=O)N1;2;;;;;;
5280;VQFHWKRNHGHZTK-UHFFFAOYSA-N;CC(C)CC1C(=O)NCC(=O)N1;2;;;;;;
5303;LPIBBWREIUCAPF-UHFFFAOYSA-N;CCN(C)N(C)C;2;;;;;;
5304;LPIBBWREIUCAPF-UHFFFAOYSA-N;CCN(C)N(C)C;2;;;;;;
5309;OQFIFBSGOCSIIF-RSCROXIHSA-N;CN([C@@H]1CCCC[C@H]1O)/N=C/C2=CC=C(C=C2)Cl;2;;;;;;
5310;OQFIFBSGOCSIIF-RSCROXIHSA-N;CN([C@@H]1CCCC[C@H]1O)/N=C/C2=CC=C(C=C2)Cl;2;;;;;;
5333;PPBRRMUWAUCUAY-NSHDSACASA-N;COC(=O)[C@H](CO)NC(=O)CNC(=O)OCC1=CC=CC=C1;2;;;;;;
5334;PPBRRMUWAUCUAY-NSHDSACASA-N;COC(=O)[C@H](CO)NC(=O)CNC(=O)OCC1=CC=CC=C1;2;;;;;;
5335;PPBRRMUWAUCUAY-NSHDSACASA-N;COC(=O)[C@H](CO)NC(=O)CNC(=O)OCC1=CC=CC=C1;2;;;;;;
5336;PPBRRMUWAUCUAY-NSHDSACASA-N;COC(=O)[C@H](CO)NC(=O)CNC(=O)OCC1=CC=CC=C1;2;;;;;;
5337;PPBRRMUWAUCUAY-NSHDSACASA-N;COC(=O)[C@H](CO)NC(=O)CNC(=O)OCC1=CC=CC=C1;2;;;;;;
5338;PPBRRMUWAUCUAY-NSHDSACASA-N;COC(=O)[C@H](CO)NC(=O)CNC(=O)OCC1=CC=CC=C1;2;;;;;;
5339;PPBRRMUWAUCUAY-NSHDSACASA-N;COC(=O)[C@H](CO)NC(=O)CNC(=O)OCC1=CC=CC=C1;2;;;;;;
5340;PPBRRMUWAUCUAY-NSHDSACASA-N;COC(=O)[C@H](CO)NC(=O)CNC(=O)OCC1=CC=CC=C1;2;;;;;;
5341;PPBRRMUWAUCUAY-NSHDSACASA-N;COC(=O)[C@H](CO)NC(=O)CNC(=O)OCC1=CC=CC=C1;2;;;;;;
5342;PPBRRMUWAUCUAY-NSHDSACASA-N;COC(=O)[C@H](CO)NC(=O)CNC(=O)OCC1=CC=CC=C1;2;;;;;;
5345;MTMQWINVQFMPJB-SFECMWDFSA-N;C/C(=C\1/C(=O)OC(=O)/C(=C(\NC)/C)/C1=O)/NC;2;;;;;;
5346;MTMQWINVQFMPJB-SFECMWDFSA-N;C/C(=C\1/C(=O)OC(=O)/C(=C(\NC)/C)/C1=O)/NC;2;;;;;;
5349;MTMQWINVQFMPJB-SFECMWDFSA-N;C/C(=C\1/C(=O)OC(=O)/C(=C(\NC)/C)/C1=O)/NC;2;;;;;;
5350;MTMQWINVQFMPJB-SFECMWDFSA-N;C/C(=C\1/C(=O)OC(=O)/C(=C(\NC)/C)/C1=O)/NC;2;;;;;;
5356;HXGRGBPDHYBBRD-UHFFFAOYSA-N;CN1C(=CC=N1)C(=O)C2=CC=CC=C2;2;;;;;;
5357;HXGRGBPDHYBBRD-UHFFFAOYSA-N;CN1C(=CC=N1)C(=O)C2=CC=CC=C2;2;;;;;;
5360;XXNOGQJZAOXWAQ-UHFFFAOYSA-N;C1=CC(=CC=C1NN)Cl;2;;;;;;
5361;XXNOGQJZAOXWAQ-UHFFFAOYSA-N;C1=CC(=CC=C1NN)Cl;2;;;;;;
5362;XXNOGQJZAOXWAQ-UHFFFAOYSA-N;C1=CC(=CC=C1NN)Cl;2;;;;;;
5363;XXNOGQJZAOXWAQ-UHFFFAOYSA-N;C1=CC(=CC=C1NN)Cl;2;;;;;;
5368;PIZZZIDAPQKVJK-UHFFFAOYSA-N;CC1=CC=C(C=C1)C(=NO)NO;2;;;;;;
5369;PIZZZIDAPQKVJK-UHFFFAOYSA-N;CC1=CC=C(C=C1)C(=NO)NO;2;;;;;;
5370;IULAOUUIQXUEBD-VQHVLOKHSA-N;COC1=C(C=CC(=C1)/C=C/C2=CC(=NN2)C3=CC=CC=C3)O;2;;;;;;
5371;IULAOUUIQXUEBD-VQHVLOKHSA-N;COC1=C(C=CC(=C1)/C=C/C2=CC(=NN2)C3=CC=CC=C3)O;2;;;;;;
5374;FQTPXZXJZXXHAM-STZFKDTASA-N;COC1=CC=CC(=C1)/C=C\2/C(=O)N(C(=N2)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)O;2;;;;;;
5375;FQTPXZXJZXXHAM-STZFKDTASA-N;COC1=CC=CC(=C1)/C=C\2/C(=O)N(C(=N2)C3=CC=C(C=C3)Cl)C4=CC=C(C=C4)O;2;;;;;;
5378;WZCQRUWWHSTZEM-UHFFFAOYSA-N;C1=CC(=CC(=C1)N)N;2;;;;;;
5379;WZCQRUWWHSTZEM-UHFFFAOYSA-N;C1=CC(=CC(=C1)N)N;2;;;;;;
5380;WZCQRUWWHSTZEM-UHFFFAOYSA-N;C1=CC(=CC(=C1)N)N;2;;;;;;
5381;WZCQRUWWHSTZEM-UHFFFAOYSA-N;C1=CC(=CC(=C1)N)N;2;;;;;;
5382;WZCQRUWWHSTZEM-UHFFFAOYSA-N;C1=CC(=CC(=C1)N)N;2;;;;;;
5383;SWSMPGKYQHLXOI-LCYFTJDESA-N;C1=CC=NC(=C1)/C=C(/C2=CC=C(C=C2)N)\O;2;;;;;;
5384;SWSMPGKYQHLXOI-LCYFTJDESA-N;C1=CC=NC(=C1)/C=C(/C2=CC=C(C=C2)N)\O;2;;;;;;
5385;VOEXUMRGJPJJDO-FOCLMDBBSA-N;CC(C)(C)[Si](C)(C)ON(/C=C/C1=CC=C(C=C1)[N+](=O)[O-])O[Si](C)(C)C(C)(C)C;2;;;;;;
5386;VOEXUMRGJPJJDO-FOCLMDBBSA-N;CC(C)(C)[Si](C)(C)ON(/C=C/C1=CC=C(C=C1)[N+](=O)[O-])O[Si](C)(C)C(C)(C)C;2;;;;;;
5409;WUUWQZNNZWQFGF-UHFFFAOYSA-N;C[N+]1=C(OC(=N1)[S-])C2=CC=CC=C2;2;;;;;;
5410;WUUWQZNNZWQFGF-UHFFFAOYSA-N;C[N+]1=C(OC(=N1)[S-])C2=CC=CC=C2;2;;;;;;
5427;BFPFZDDJWUZONA-UHFFFAOYSA-N;COC1=CC=C(C=C1)C2=NN=C[Se]2;2;;;;;;
5428;BFPFZDDJWUZONA-UHFFFAOYSA-N;COC1=CC=C(C=C1)C2=NN=C[Se]2;2;;;;;;
5429;SEULWJSKCVACTH-UHFFFAOYSA-N;C1=CC=C(C=C1)N2C=CN=C2;2;;;;;;
5430;SEULWJSKCVACTH-UHFFFAOYSA-N;C1=CC=C(C=C1)N2C=CN=C2;2;;;;;;
5437;BMRFESVZYWRROS-UHFFFAOYSA-N;C1CCC2=C(C1)C(=C3CCCCC3=N2)N;2;;;;;;
5438;BMRFESVZYWRROS-UHFFFAOYSA-N;C1CCC2=C(C1)C(=C3CCCCC3=N2)N;2;;;;;;
5448;IKNYRUCHVZZFLI-UMWURPMJSA-N;CCC1=CC=C(C=C1)O[13C](=O)[13C](=O)[15NH]CCC2=CC=C(C=C2)[N+](=O)[O-];2;;;;;;
5449;IKNYRUCHVZZFLI-UMWURPMJSA-N;CCC1=CC=C(C=C1)O[13C](=O)[13C](=O)[15NH]CCC2=CC=C(C=C2)[N+](=O)[O-];2;;;;;;
5450;DCKGOTKPVJZIOF-UHFFFAOYSA-N;C1=CC=C(C=C1)P(=NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-])(C3=CC=CC=C3)C4=CC=CC=C4;2;;;;;;
5451;DCKGOTKPVJZIOF-UHFFFAOYSA-N;C1=CC=C(C=C1)P(=NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-])(C3=CC=CC=C3)C4=CC=CC=C4;2;;;;;;
5472;RAXXELZNTBOGNW-UHFFFAOYSA-O;C1=C[NH+]=CN1;2;;;;;;
5473;RAXXELZNTBOGNW-UHFFFAOYSA-O;C1=C[NH+]=CN1;2;;;;;;
5474;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5475;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5476;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5477;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5478;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5479;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5480;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5481;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5482;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5483;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5484;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5485;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5486;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5487;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5488;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5489;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5490;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5491;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5492;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5493;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5494;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5495;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5496;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5497;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5498;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5499;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5500;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5501;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5502;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5503;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5504;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5505;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5506;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5507;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5508;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5509;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5510;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5511;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5512;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5513;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5514;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5515;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5516;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5517;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5518;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5519;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5520;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5521;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5522;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5523;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5524;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5525;RAXXELZNTBOGNW-UHFFFAOYSA-N;C1=CN=CN1;2;;;;;;
5538;PPPFFGVGWFKTHX-UHFFFAOYSA-N;CC1=NC=CN=C1SC;2;;;;;;
5539;PPPFFGVGWFKTHX-UHFFFAOYSA-N;CC1=NC=CN=C1SC;2;;;;;;
5544;MOPOHBGHMCTYJK-UHFFFAOYSA-N;CC(C)[N+]1=NOC(=C1)[O-];2;;;;;;
5545;MOPOHBGHMCTYJK-UHFFFAOYSA-N;CC(C)[N+]1=NOC(=C1)[O-];2;;;;;;
5546;MOPOHBGHMCTYJK-UHFFFAOYSA-N;CC(C)[N+]1=NOC(=C1)[O-];2;;;;;;
5547;MOPOHBGHMCTYJK-UHFFFAOYSA-N;CC(C)[N+]1=NOC(=C1)[O-];2;;;;;;
5573;YBDMXUJSWBVBHN-UHFFFAOYSA-N;CC(C)N(C(C)C)P=NC1=C(C=C(C=C1C(C)(C)C)C(C)(C)C)C(C)(C)C;2;;;;;;
5574;YBDMXUJSWBVBHN-UHFFFAOYSA-N;CC(C)N(C(C)C)P=NC1=C(C=C(C=C1C(C)(C)C)C(C)(C)C)C(C)(C)C;2;;;;;;
5575;HKQOBAGKDBSVEQ-UHFFFAOYSA-N;COC1=NN=C(C=C1)OC;2;;;;;;
5576;HKQOBAGKDBSVEQ-UHFFFAOYSA-N;COC1=NN=C(C=C1)OC;2;;;;;;
5582;XUMOWXXGLHPPFV-UHFFFAOYSA-N;C[N+]1=CC(=O)ON1.[Cl-];2;;;;;;
5583;XUMOWXXGLHPPFV-UHFFFAOYSA-N;C[N+]1=CC(=O)ON1.[Cl-];2;;;;;;
5590;XUMOWXXGLHPPFV-UHFFFAOYSA-N;C[N+]1=CC(=O)ON1.[Cl-];2;;;;;;
5591;XUMOWXXGLHPPFV-UHFFFAOYSA-N;C[N+]1=CC(=O)ON1.[Cl-];2;;;;;;
5592;XUMOWXXGLHPPFV-UHFFFAOYSA-N;C[N+]1=CC(=O)ON1.[Cl-];2;;;;;;
5593;XUMOWXXGLHPPFV-UHFFFAOYSA-N;C[N+]1=CC(=O)ON1.[Cl-];2;;;;;;
5605;UZOXEQWQDRUFSK-UHFFFAOYSA-N;CN(C)C1=CC=C(C=C1)C(=O)CC2=NC=CC3=CC=CC=C32;2;;;;;;
5606;UZOXEQWQDRUFSK-UHFFFAOYSA-N;CN(C)C1=CC=C(C=C1)C(=O)CC2=NC=CC3=CC=CC=C32;2;;;;;;
5629;UJHVBAGIGONDLB-UHFFFAOYSA-N;CC(=O)N1C(OC(=N1)C2=CC=CC=C2)C3=CC=C(C=C3)F;2;;;;;;
5630;UJHVBAGIGONDLB-UHFFFAOYSA-N;CC(=O)N1C(OC(=N1)C2=CC=CC=C2)C3=CC=C(C=C3)F;2;;;;;;
5637;FURKSGSDRFFJBK-UHFFFAOYSA-N;CC1=NN(C2=C1C(C3=CC=CC=C32)(C)C)C;2;;;;;;
5638;FURKSGSDRFFJBK-UHFFFAOYSA-N;CC1=NN(C2=C1C(C3=CC=CC=C32)(C)C)C;2;;;;;;
5645;JZBCTZLGKSYRSF-UHFFFAOYSA-N;CCC1=NC=C(N=C1C)C;2;;;;;;
5646;JZBCTZLGKSYRSF-UHFFFAOYSA-N;CCC1=NC=C(N=C1C)C;2;;;;;;
5649;JAODHLDBBMBDSF-UHFFFAOYSA-N;CC1=NN(C2=C1CCC2)C;2;;;;;;
5650;JAODHLDBBMBDSF-UHFFFAOYSA-N;CC1=NN(C2=C1CCC2)C;2;;;;;;
5651;UXFSPRAGHGMRSQ-UHFFFAOYSA-N;CC(C)CC1=NC=CN=C1OC;2;;;;;;
5652;UXFSPRAGHGMRSQ-UHFFFAOYSA-N;CC(C)CC1=NC=CN=C1OC;2;;;;;;
5653;JDPKLZMTLVXMHQ-UHFFFAOYSA-N;CC(C)(C)P(C(C)(C)C)N=S=N[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3;2;;;;;;
5654;JDPKLZMTLVXMHQ-UHFFFAOYSA-N;CC(C)(C)P(C(C)(C)C)N=S=N[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3;2;;;;;;
5655;PXQZUMQJPDOSJN-UHFFFAOYSA-N;CN(C)CCN(C)C[Sn](C)(C)C;2;;;;;;
5656;PXQZUMQJPDOSJN-UHFFFAOYSA-N;CN(C)CCN(C)C[Sn](C)(C)C;2;;;;;;
5657;FQEQMASDZFXSJI-RWMBFGLXSA-N;C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4C3=CC=CC4=O;2;;;;;;
5658;FQEQMASDZFXSJI-RWMBFGLXSA-N;C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4C3=CC=CC4=O;2;;;;;;
5661;RSESUCWJKLHXEZ-UHFFFAOYSA-N;C1=CC(=CC(=C1)NN)C(F)(F)F;2;;;;;;
5662;RSESUCWJKLHXEZ-UHFFFAOYSA-N;C1=CC(=CC(=C1)NN)C(F)(F)F;2;;;;;;
5663;RSESUCWJKLHXEZ-UHFFFAOYSA-N;C1=CC(=CC(=C1)NN)C(F)(F)F;2;;;;;;
5664;RSESUCWJKLHXEZ-UHFFFAOYSA-N;C1=CC(=CC(=C1)NN)C(F)(F)F;2;;;;;;
5665;OAKJQQAXSVQMHS-UHFFFAOYSA-N;NN;2;;;;;;
5666;OAKJQQAXSVQMHS-UHFFFAOYSA-N;NN;2;;;;;;
5667;OAKJQQAXSVQMHS-UHFFFAOYSA-N;NN;2;;;;;;
5668;OAKJQQAXSVQMHS-UHFFFAOYSA-N;NN;2;;;;;;
5669;OAKJQQAXSVQMHS-UHFFFAOYSA-N;NN;2;;;;;;
5670;ROFVEXUMMXZLPA-UHFFFAOYSA-N;C1=CC=NC(=C1)C2=CC=CC=N2;2;;;;;;
5671;ROFVEXUMMXZLPA-UHFFFAOYSA-N;C1=CC=NC(=C1)C2=CC=CC=N2;2;;;;;;
5678;SJPBNUIPWOHEAC-UHFFFAOYSA-O;CC(C)C1=C2C(=[N+](C3=CC=CC=C31)C)C4=CC=CC=C4N2;2;;;;;;
5679;SJPBNUIPWOHEAC-UHFFFAOYSA-O;CC(C)C1=C2C(=[N+](C3=CC=CC=C31)C)C4=CC=CC=C4N2;2;;;;;;
5680;SJPBNUIPWOHEAC-UHFFFAOYSA-N;CC(C)C1=C2C(=C3C=CC=CC3=N2)N(C4=CC=CC=C41)C;2;;;;;;
5681;SJPBNUIPWOHEAC-UHFFFAOYSA-N;CC(C)C1=C2C(=C3C=CC=CC3=N2)N(C4=CC=CC=C41)C;2;;;;;;
5687;LWGBLNJZOFGNPO-UHFFFAOYSA-N;CN1C(=O)C2=CC=CC=C2S13C4=CC=CC=C4C(=O)N3C;2;;;;;;
5688;LWGBLNJZOFGNPO-UHFFFAOYSA-N;CN1C(=O)C2=CC=CC=C2S13C4=CC=CC=C4C(=O)N3C;2;;;;;;
5693;LWGBLNJZOFGNPO-UHFFFAOYSA-N;CN1C(=O)C2=CC=CC=C2S13C4=CC=CC=C4C(=O)N3C;2;;;;;;
5694;LWGBLNJZOFGNPO-UHFFFAOYSA-N;CN1C(=O)C2=CC=CC=C2S13C4=CC=CC=C4C(=O)N3C;2;;;;;;
5695;LWGBLNJZOFGNPO-UHFFFAOYSA-N;CN1C(=O)C2=CC=CC=C2S13C4=CC=CC=C4C(=O)N3C;2;;;;;;
5696;LWGBLNJZOFGNPO-UHFFFAOYSA-N;CN1C(=O)C2=CC=CC=C2S13C4=CC=CC=C4C(=O)N3C;2;;;;;;
5709;MIVRMHJOEYRXQB-UHFFFAOYSA-N;COC(=O)C=[N+]=[N-];2;;;;;;
5710;MIVRMHJOEYRXQB-UHFFFAOYSA-N;COC(=O)C=[N+]=[N-];2;;;;;;
5715;HSOPGAYLUJOJGW-UHFFFAOYSA-N;C1=CC=C2C(=C1)SN=S=NS2;2;;;;;;
5716;HSOPGAYLUJOJGW-UHFFFAOYSA-N;C1=CC=C2C(=C1)SN=S=NS2;2;;;;;;
5719;PFUAZMMGWCSYPQ-UHFFFAOYSA-N;CC1=NN(C=C1)CC2=CC=CC=C2;2;;;;;;
5720;PFUAZMMGWCSYPQ-UHFFFAOYSA-N;CC1=NN(C=C1)CC2=CC=CC=C2;2;;;;;;
5723;VIZIACHUGMBQRP-UHFFFAOYSA-N;COC1=NN=CS1;2;;;;;;
5724;VIZIACHUGMBQRP-UHFFFAOYSA-N;COC1=NN=CS1;2;;;;;;
5737;MUSIVZZZFRJWGI-UHFFFAOYSA-N;CC(C)C1=NC=CN=C1SC;2;;;;;;
5738;MUSIVZZZFRJWGI-UHFFFAOYSA-N;CC(C)C1=NC=CN=C1SC;2;;;;;;
5769;SFUVCMKSYKHYLD-FNORWQNLSA-N;COC1=C(C=CC(=C1)/C=C/C(=O)NCCCCN)O;2;;;;;;
5770;SFUVCMKSYKHYLD-FNORWQNLSA-N;COC1=C(C=CC(=C1)/C=C/C(=O)NCCCCN)O;2;;;;;;
5790;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5791;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5792;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5793;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5794;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5795;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5796;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5797;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5798;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5799;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5800;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5801;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5802;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5803;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5804;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5805;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5806;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5807;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5808;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5809;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5810;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5811;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5812;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5813;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5814;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5815;BAXOFTOLAUCFNW-UHFFFAOYSA-N;C1=CC=C2C(=C1)C=NN2;2;;;;;;
5822;RXKNNAKAVAHBNK-UHFFFAOYSA-N;C1=C[N+](=CC=C1[N+](=O)[O-])[O-];2;;;;;;
5823;RXKNNAKAVAHBNK-UHFFFAOYSA-N;C1=C[N+](=CC=C1[N+](=O)[O-])[O-];2;;;;;;
5824;RXKNNAKAVAHBNK-UHFFFAOYSA-N;C1=C[N+](=CC=C1[N+](=O)[O-])[O-];2;;;;;;
5825;RXKNNAKAVAHBNK-UHFFFAOYSA-N;C1=C[N+](=CC=C1[N+](=O)[O-])[O-];2;;;;;;
5826;RXKNNAKAVAHBNK-UHFFFAOYSA-N;C1=C[N+](=CC=C1[N+](=O)[O-])[O-];2;;;;;;
